mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,genre,text_idx
q_large,0.9,3.244608135657288,0.18396850295514225,0.6917963716449163,1.4208287597214393,0.9968197006937598,0.019964487523413225,0.04160585741336842,0.017475071793944582,7,41,201,xsum,2
q_small,0.0,8.783688054715023,0.4191470606487497,0.8861526054009617,3.6793785261023704,0.9998121130589749,0.006206572249682126,0.010664827298516144,0.005432661145461569,7,41,201,xsum,2
q_small,0.05,9.142143770712737,0.4682137942378326,0.8906164653411441,3.6422595093864993,0.9998022124823828,0.006400108091243315,0.01082171309822666,0.005602064578533265,7,41,201,xsum,2
q_small,0.1,9.527090094449509,0.497293926652355,0.8950361558370692,3.5945953943325764,0.9998126763091885,0.006259387075702396,0.010325588967540433,0.005478890375007608,7,41,201,xsum,2
q_small,0.15,10.156907749912296,0.5986714659741308,0.9015448377968546,3.530306850289683,0.9997928731190097,0.006629865853693685,0.010587473658634217,0.005803173341747332,7,41,201,xsum,2
q_small,0.2,11.073496006770187,0.7298352502643927,0.9096942826918786,3.4518862331914435,0.9997860083703978,0.006799774753269522,0.010336789373731392,0.00595189592804141,7,41,201,xsum,2
q_small,0.25,12.197340071462412,0.7911626774773698,0.9180149119282444,3.365669305631316,0.999832247606293,0.006075397869581955,0.009332127837522464,0.005317843186468711,7,41,201,xsum,2
q_small,0.3,13.395457447048969,0.7568939118968263,0.9253478275039946,3.2767500027748118,0.9998961145576595,0.004819024249783015,0.007631617986783468,0.0042181295484273315,7,41,201,xsum,2
q_small,0.35,14.347912804430107,0.690511186806425,0.9303034515451448,3.1915946233016452,0.9999350051366588,0.003832061403158978,0.006003820575079644,0.0033542332634621213,7,41,201,xsum,2
q_small,0.4,14.982871001893363,0.6329872222335908,0.9332571174193763,3.108585760335368,0.9999543587756973,0.003221395594353101,0.004913263150305269,0.0028197127134868176,7,41,201,xsum,2
q_small,0.45,15.418587447669108,0.5940391642315046,0.935143215719727,3.0232007485191583,0.999964301493331,0.0028547303997087385,0.0042364518188238165,0.0024987678060236765,7,41,201,xsum,2
q_small,0.5,15.702561764883345,0.5862727635578298,0.9363161237654632,2.93295791140345,0.9999677575234279,0.0027164261080637004,0.004016286231943056,0.002377708979791682,7,41,201,xsum,2
q_small,0.55,15.94429971678611,0.5965383710511662,0.937281660671042,2.8340963137261954,0.9999686620109062,0.0026808140000125313,0.00388852829500852,0.0023465374235872934,7,41,201,xsum,2
q_small,0.6,16.192337147274174,0.6248201316034055,0.9382423926265431,2.723547490754357,0.9999677449463338,0.0027225454349302106,0.003893778111765833,0.0023830652743721203,7,41,201,xsum,2
q_small,0.65,16.497630507678757,0.6466220713884662,0.9393852347744996,2.5973973230495226,0.9999680196351348,0.0027142295673587,0.0038754837060679392,0.0023757863305639876,7,41,201,xsum,2
q_small,0.7,16.852688843254562,0.6898335799191622,0.9406622878223816,2.451082862234878,0.999966665041867,0.0027748858639718285,0.004139735508967846,0.0024288792605390817,7,41,201,xsum,2
q_small,0.75,17.18241880826902,0.7015991808333042,0.9418009762677446,2.2784587940980074,0.9999681669060155,0.0027149364631074203,0.004201996780152761,0.0023764050819316466,7,41,201,xsum,2
q_small,0.8,17.65627572856044,0.6726089063210371,0.9433629143895607,2.0647850801573235,0.9999738464970614,0.0024649244174119846,0.00397575247478521,0.0021575675864660103,7,41,201,xsum,2
q_small,0.85,18.15630344099817,0.7039740813755339,0.944922709446355,1.7895437496870275,0.999974462995646,0.0024397257106373222,0.00401941404964834,0.0021355109616973873,7,41,201,xsum,2
q_small,0.9,19.143635257137472,0.949635740149015,0.9477633173340386,1.3960741414991622,0.9999626259261323,0.0029603797645104154,0.004949730560799281,0.0025912435198494773,7,41,201,xsum,2
